A. IDENTIFICATION DU VEHICULE ;A.1. NUMERO D'IMMATRICULATION ;A.1.1. PLAQUE D'IMMATRICULATION ;A.1.1.1. ETAT ;A.1.1.1.1. ;Mauvais �tat de la plaque avant / D�collement de num�ro ;2; ;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.2. AGREMENT ;L.1.1.2.7.; Certificat d�installation : non conforme pour le propri�taire ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.2. AGREMENT ;L.1.1.2.8.; Certificat de r�paration : non conforme pour le propri�taire ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.3. SECURISATION DU COMPTEUR ;L.1.1.3.1.; Absence du plomb sur le boitier �lectronique ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.3. SECURISATION DU COMPTEUR ;L.1.1.3.2.;  Plomb non conforme sur le boitier �lectronique ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.3. SECURISATION DU COMPTEUR ;L.1.1.3.3.; Absence de plomb sur le g�n�rateur d�impulsions ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.3. SECURISATION DU COMPTEUR ;L.1.1.3.4.;  Plomb non conforme sur le g�n�rateur d�impulsion ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.3. SECURISATION DU COMPTEUR ;L.1.1.3.5.;  Absence de plomb sur le c�ble compteur ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.3. SECURISATION DU COMPTEUR ;L.1.1.3.6.;  Plomb non conforme sur le c�ble compteur ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.3. SECURISATION DU COMPTEUR ;L.1.1.3.7.;  Absence de plomb de scellement du compteur ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.3. SECURISATION DU COMPTEUR ;L.1.1.3.8.;  Plomb de  scellement non conforme ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.3. SECURISATION DU COMPTEUR ;L.1.1.3.9.;  Plombs non identifiables ou non identiques ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.4. FIXATION  DU COMPTEUR ;L.1.1.4.1.; Mauvaise fixation du compteur ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.4. FIXATION  DU COMPTEUR ;L.1.1.4.2.; Mauvaise fixation du boitier �lectronique ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.4. FIXATION  DU COMPTEUR ;L.1.1.4.3.; Mauvaise fixation du c�ble compteur ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.5. ETAT  DU COMPTEUR ;L.1.1.5.1.; Mauvaise �tat du compteur ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.5. ETAT  DU COMPTEUR ;L.1.1.5.2.; Affichage �lectronique des valeurs du compteur illisible ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.6. FONCTIONNEMENT ;L.1.1.6.1.; non fonctionnement du tarif 1 ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.6. FONCTIONNEMENT ;L.1.1.6.2.; non fonctionnement du tarif 2 ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.6. FONCTIONNEMENT ;L.1.1.6.3.; Mauvais fonctionnement du tarif 1 ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.6. FONCTIONNEMENT ;L.1.1.6.4.; Mauvais fonctionnement du tarif 2 ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.6. FONCTIONNEMENT ;L.1.1.6.5.; Mauvais fonctionnement du commutateur de tarifs ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.6. FONCTIONNEMENT ;L.1.1.6.6.; Non fonctionnement du compteur ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.6. FONCTIONNEMENT ;L.1.1.6.7.; Compteur cod�: contr�le impossible ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.7. MESURES ;L.1.1.7.1.; Montant de prise en charge sup�rieur au montant autoris� ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.7. MESURES ;L.1.1.7.2.; Distance initiale inf�rieur � la tol�rance ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.7. MESURES ;L.1.1.7.3.; Distance initiale sup�rieure � la tol�rance ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.7. MESURES ;L.1.1.7.4;  Temps initial inf�rieur � la tol�rance ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.7. MESURES ;L.1.1.7.5.; Temps initial sup�rieure � la tol�rance ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.8. ANTENNE ;L.1.1.8.1.; Couleur de l�antenne non conforme ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.8. ANTENNE ;L.1.1.8.2.; Mauvais �tat de l�antenne ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.8. ANTENNE ;L.1.1.8.3.; Mauvaise Fixation de l�antenne ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.8. ANTENNE ;L.1.1.8.4.; Mauvais �tat des chiffres de l�antenne ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.8. ANTENNE ;L.1.1.8.5.; Mauvais positionnement de l�antenne ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.8. ANTENNE ;L.1.1.8.6.; Dimensions des chiffres de l�antenne non conforme ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.8. ANTENNE ;L.1.1.8.7.; Non fonctionnement de l��clairage de l�antenne ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.9. EXISTENCE ;L.1.1.9.1.; Absence de l'antenne ;2;;;
L.CONTR�LE SPECIFIQUE ;L.2 AMBULANCE ;L.2.1. INSCRPTIONS ;L.2.1.1. EXISTENCE ;L.2.1.1.1.; Absence d�inscriptions avant ;2;;;
L.CONTR�LE SPECIFIQUE ;L.2 AMBULANCE ;L.2.1. INSCRPTIONS ;L.2.1.1. EXISTENCE ;L.2.1.1.2.; Absence d�inscriptions arri�re ;2;;;
L.CONTR�LE SPECIFIQUE ;L.2 AMBULANCE ;L.2.2. EQUIPEMENT ;L.2.2.1. EXISTENCE ;L.2.2.1.1.; Absence de brancard ;2;;;
L.CONTR�LE SPECIFIQUE ;L.2 AMBULANCE ;L.2.3. DOCUMENTS ;L.2.3.1. EXISTENCE ;L.2.3.1.1.; Absence d�autorisation d�ambulance ;2;;;
L.CONTR�LE SPECIFIQUE ;L.4 CORBILLARD ;L.4.1. EQUIPEMENT ;L.4.1.1. EXISTENCE ;L.4.1.1.1.; Absence de roulettes ;2;;;
L.CONTR�LE SPECIFIQUE ;L.4 CORBILLARD ;L.4.1. EQUIPEMENT ;L.4.1.1. EXISTENCE ;L.4.1.1.2.; Absence du caisson ;2;;;
L.CONTR�LE SPECIFIQUE ;L.4 CORBILLARD ;L.4.1. EQUIPEMENT ;L.4.1.1. EXISTENCE ;L.4.1.1.3.; Fixation du caisson ;2;;;
L.CONTR�LE SPECIFIQUE ;L.4 CORBILLARD ;L.4.2. DOCUMENTS ;L.4.2.1. EXISTENCE ;L.4.2.1.1.; Absence d�autorisation de corbillard ;2;;;
L.CONTR�LE SPECIFIQUE ;L.5 VEHICULES AUTO ECOLE ;L.5.1. INSCRPTIONS ;L.5.1.1. EXISTENCE ;L.5.1.1.1.; Absence d�inscriptions avant ;2;;;
L.CONTR�LE SPECIFIQUE ;L.5 VEHICULES AUTO ECOLE ;L.5.1. INSCRPTIONS ;L.5.1.1. EXISTENCE ;L.5.1.1.2.; Absence d�inscriptions arri�re ;2;;;
L.CONTR�LE SPECIFIQUE ;L.5 VEHICULES AUTO ECOLE ;L.5.2. EQUIPEMENT ;L.5.2.1. EXISTENCE ;L.5.2.1.1.; Absence de doubles commandes ;2;;;
L.CONTR�LE SPECIFIQUE ;L.5 VEHICULES AUTO ECOLE ;L.5.2. EQUIPEMENT ;L.5.2.1. EXISTENCE ;L.5.2.1.2.; Absence de doubles r�troviseurs (PL) ;2;;;
L.CONTR�LE SPECIFIQUE ;L.5 VEHICULES AUTO ECOLE ;L.5.2. EQUIPEMENT ;L.5.2.2. FONCTIONNEMENT ;L.5.2.2.1.; Non fonctionnement des doubles commandes ;2;;;
L.CONTR�LE SPECIFIQUE ;L.5 VEHICULES AUTO ECOLE ;L.5.2. EQUIPEMENT ;L.5.2.2. FONCTIONNEMENT ;L.5.2.2.2.; Mauvais fonctionnement des doubles commandes ;2;;;
L.CONTR�LE SPECIFIQUE ;L.5 VEHICULES AUTO ECOLE ;L.5.3. DOCUMENTS ;L.5.3.1. EXISTENCE ;L.5.3.1.1.; Absence d�autorisation de v�hicule auto �cole ;2;;;
L.CONTR�LE SPECIFIQUE ;L.6 TRANSPORT DE PERSONNES ;L.6.1. INSCRPTIONS ; ;L.6.1.1.; Absence d�inscriptions sur les c�t�s (pour transport priv� de personnes) ;2;pour transport priv� de personnes ;;
L.CONTR�LE SPECIFIQUE ;L.6 TRANSPORT DE PERSONNES ;L.6.2. EXISTENCE ; ;L.6.2.1.; Absence de marteaux pics ;2;;;
L.CONTR�LE SPECIFIQUE ;L.6 TRANSPORT DE PERSONNES ;L.6.3. PORTES ;L.6.3.1. FONCTIONNEMENT ;L.6.3.1.1.; Ouverture impossible de l�int�rieur ;2;;;
L.CONTR�LE SPECIFIQUE ;L.6 TRANSPORT DE PERSONNES ;L.6.4. VITRES LATERALLES ;L.6.4.1. MESURES ;L.6.4.1.1.; Dimensions des issues de secours non conformes ;2;;;
L.CONTR�LE SPECIFIQUE ;L.6 TRANSPORT DE PERSONNES ;L.6.4. VITRES LATERALLES ;L.6.4.1. MESURES ;L.6.4.1.2.; Nombre d�issues de secours insuffisant ;2;;;
L.CONTR�LE SPECIFIQUE ;L.6 TRANSPORT DE PERSONNES ;L.6.4. VITRES LATERALLES ;L.6.4.2. ETAT ;L.6.4.2.1.; Vitres lat�rales inappropri�es ;2;;;
L.CONTR�LE SPECIFIQUE ;L.6 TRANSPORT DE PERSONNES ;L.6.4. VITRES LATERALLES ;L.6.4.2. ETAT ;L.6.4.2.2.; Vitres lat�rales cass�es ;2;;;
L.CONTR�LE SPECIFIQUE ;L.6 TRANSPORT DE PERSONNES ;L.6.4. VITRES LATERALLES ;L.6.4.3. FONCTIONNEMENT ;L.6.4.3.1.; Ouverture des issues de secours impossible ;2;;;
L.CONTR�LE SPECIFIQUE ;L.6 TRANSPORT DE PERSONNES ;L.6.4. VITRES LATERALLES ;L.6.4.3. FONCTIONNEMENT ;L.6.4.3.2.; Ouverture des vitres lat�rales  impossible ;2;;;
L.CONTR�LE SPECIFIQUE ;L.6 TRANSPORT DE PERSONNES ;L.6.4. VITRES LATERALLES ;L.6.4.4. EXISTENCE ;L.6.4.4.1.; Absence de vitres lat�rales ;2;;;
L.CONTR�LE SPECIFIQUE ;L.7 CITERNE A CARBURANT ;L.7.1. INSCRPTIONS ; ;L.7.1.1.;" Absence d�inscriptions ""liquide inflammable"" ";2;;;
L.CONTR�LE SPECIFIQUE ;L.7 CITERNE A CARBURANT ;L.7.2. EXISTENCE ; ;L.7.2.1.; Inscription non �clair�e ou non r�flectorisante ;2;;;
L.CONTR�LE SPECIFIQUE ;L.7 CITERNE A CARBURANT ;L.7.2. EXISTENCE ; ;L.7.2.2.; Absence de borne de mise � la terre ;2;;;
L.CONTR�LE SPECIFIQUE ;L.7 CITERNE A CARBURANT ;L.7.2. EXISTENCE ; ;L.7.2.3.; Coupe circuit: Absence / non fonctionnement ;2;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
